statename,gender,educ,partyid,firstthought,taxpayer,percenttp,recent,tpfeel,biggest,wagesal,paystub,child,depend,glad,upset,benefit,wastecents,wastethink,eitcself,eitcexp,eitcother,eitcthink,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec,firstthought_sentiment,tpfeel_sentiment,benefit_sentiment,eitcthink_sentiment,taxpayer_gap
California,2,5.0,3.0,poorer people pay more than richer people,3,70.0,I am not sure how to answer/which kinds of taxes you mean.,Not that great,sales,1.0,ss,0.0,no,me and my family's necessities,"The military, war, weapons, etc.",social security now,30.0,war,2.0,ok,4.0,,2.0,2.0,3.0,1.0,30,2.0,3.0,,4.0,1,4,1,5,1,5,16,1.0,3.0,0.456324613,1,-1,1,0,20.0
Georgia,1,2.0,4.0,I think of the schools in the United States,1,80.0,I have paid corporate income tax,good,personal income tax,1.0,which taxes can you recall appearing on your paycheck,1.0,no,What comes to mind when you hear the word,"When you hear the word ""libertarian"" what comes to mind",i don't no / ,81.0,government waste,2.0,taxes and your family,2.0, Earned Income Tax Credit ,4.0,2.0,3.0,1.0,63,1.0,2.0,3.0,2.0,2,1,3,1,2,11,51,4.0,4.0,1.601966451,1,1,1,1,10.0
Ohio,1,3.0,5.0,An amount taken from my pay or my companies earnings that is way too high,1,49.0,The last time I bought something at a store,disgusted,income tax,1.0,"fed income tax, ss tax, state tax, local tax",0.0,1,Defense and infrastructure,"All the crap we give to other countries, ridiculous research, politicians pay, air force one for vacations etc ","some. I've drove on roads, had police and fire protection. ",60.0,"research, bailouts, aid to foreign countries, too high of salaries for politicians",3.0,,3.0,,1.0,7.0,1.0,1.0,6,1.0,2.0,1.0,3.0,2,1,3,1,1,36,27,1.0,17.0,1.624211387,-1,-1,-1,0,41.0
Texas,2,5.0,6.0,the amount you are charged for certain items,1,80.0,when I had to do my income taxes yearly,it makes me feel responsible,now it is property taxes for my boyfriend,1.0,social security,0.0,0,"Iam glad that my taxes, in the past, helped pay for our city, state road system.",Nothing that I can think of offhand.,no,66.0,the cost of court sessions and the like,1.0,This tax benefit helped to give me money for my childrens expenses.,3.0,,6.0,4.0,1.0,1.0,76,1.0,3.0,2.0,4.0,2,2,1,3,1,44,20,1.0,1.0,0.343243209,1,1,-1,0,10.0
Tennessee,2,2.0,7.0,wasting tax payers' money,1,80.0,Yesterday at the store when I bought something,don't feel anything. just something you have to do.,what we pay on the things we buy in the store,1.0,"state, federal",1.0,my adult son,"schools, roads, military, national parks, police,","abortions!!! our enemies to hurt people, stupid research, outrageously priced things the government uses, methadone for addicts everyday insatead of to tap[er them off drugs, uncle sam is a pusher!!! ","my kids and I went to school, I drive on the roads, love the parks, etc.",60.0,"the big bucks the prez gives to our enemies!!! the big price they pay for things they use, and the office supplies",1.0,we have more money for things we need,3.0,,1.0,7.0,3.0,1.0,19,1.0,3.0,2.0,4.0,2,2,6,3,3,43,19,1.0,7.0,0.432154266,-1,0,1,0,10.0
California,2,3.0,1.0,The word taxes makes me think of government and paying money every year and having it deducted from my paycheck,1,81.0,the last time i paid any kind of tax at all would be when purchasing items at the store when they add a tax onto the items,"it feels like im contributing, but also is an annoyance",sales tax,1.0,"federal, california",0.0,0,Government spending programs that make sense and benefit society and improve our society versus wasteful ones that do nothing positive,Wasteful programs that do nothing to benefit and help society but instead waste our money,"probably, just in that it is used for government spending",40.0,programs that are unnecessary,3.0,,4.0,,2.0,1.0,,1.0,40,2.0,3.0,4.0,1.0,4,4,6,5,3,5,57,1.0,,0.718334602,0,-1,0,0,9.0
South Carolina,2,3.0,7.0, things you buy you have to pay taxes,1,70.0,when i bought grociers and when i bought a car,i feel like i'm part of all the american here in the usa,it is when we buy food or thing for thr home,1.0,ssi  federal state,0.0,no,to help people to get a job,nothing i'm glad that they help people in need,now that i have retired and drawing my ssi,40.0,you  name it the government has done it,4.0,,3.0,,6.0,4.0,3.0,1.0,19,1.0,2.0,1.0,4.0,1,1,6,1,1,41,13,1.0,6.0,0.631671616,-1,1,0,0,20.0
Virginia,2,3.0,3.0,rich not paying fair share,1,81.0,"this week ....property taxes, home and cars",good,federal income,1.0,"social security, state, federal,",0.0,1,"roads, education, military, school lunches, social security, ","people pretending to be disabled, foreign aid , ","yes, roads, education, military, health ,security, ",22.0,"military purchases, payments to unqualified disabled people, foreign aid",3.0,,1.0,good for young families,2.0,4.0,2.0,1.0,56,1.0,2.0,2.0,4.0,2,1,3,1,1,47,17,1.0,13.0,0.74043831,1,1,1,1,9.0
California,1,3.0,6.0,"TAKE MY MONEY, PLEASE!! I pay taxes every year, it is my duty and obligation as an American",1,30.0,"I write a check to the IRS for 32,000$, it was painful",Patriotic,sales,1.0,"fica, soc sec",1.0,2,"Health. EPA, miltary, Supreme Court and others",Congress and their minions,Yes. the country benefits,60.0,Congress,1.0,I have dependents and I take a tax deduction,3.0,,1.0,3.0,1.0,1.0,40,1.0,1.0,4.0,4.0,2,1,3,1,1,5,28,1.0,19.0,1.185001802,1,0,1,0,60.0
Oklahoma,1,2.0,6.0,Crooks in washington can't balance a budget,2,70.0,I paid sales tax on my groceries I bought the other day,like I'm being bent over,sales taxes,1.0,"fica,",0.0,0,The veterans Who have been wounded serving this country,people who are on welfare who dont deserve it .,yes I'm on disability and get food stamps and help with my drugs that I take. ,92.0,The politicians in the congress and the president to start with ,3.0,,1.0,just another way to screw me and give it to a bunch of undeserving druggies who are to sorry to get off there sorry asses and get a job.,6.0,6.0,4.0,1.0,0,2.0,2.0,2.0,4.0,2,1,3,5,4,37,31,1.0,3.0,0.343243209,0,1,1,-1,20.0
New Hampshire,1,2.0,7.0,Raising money to cover the cost of running the government or state.,1,92.0,Income tax last week from my pay check.,I don't mind paying taxes if the money would go to a good cause.,income tax,0.0,,0.0,no,People who really need to live on like welfare and SS.,Wasteful sending on things that will not help the people of this country. ,In some ways yes and in other ways no.,81.0,giving other countries money.,3.0,,3.0,,2.0,6.0,3.0,1.0,49,1.0,2.0,3.0,4.0,2,2,6,1,3,30,13,1.0,11.0,0.627845355,0,1,1,0,2.0
Indiana,2,2.0,1.0,something that they take a lot of of money out of my husband check,1,81.0,oct 29 2014  i pay quarterly taxes every 3 month.  its also what you pay on everyday products,it sucks,federal,1.0,fica  federal medicare  state  country,0.0,1,nothing makes me happy about paying taxes   you pay for services that are being abbused,they take out way more then i like,only when we get our taxes back its a good chunk,60.0,medicaid,3.0,,1.0,its ok but i think it causes more people to have children,8.0,2.0,4.0,2.0,20,2.0,2.0,1.0,4.0,1,2,6,1,1,15,27,1.0,15.0,0.631508565,0,-1,1,1,9.0
New Mexico,1,4.0,2.0,republicans back in command,1,60.0,the last time that I went to the store  this morning,I feel good but I would like everyone to feel good,federal and locat taxes,1.0,federal and state,0.0,yes,our military and their equipment,what we give to foreign governments,"yes, I am retired from thirty rears in the army and social security",40.0,overpaying for services and equipment,2.0,not much any more,3.0,,6.0,3.0,3.0,1.0,60,1.0,2.0,3.0,4.0,4,4,6,1,1,32,1,1.0,16.0,0.673454506,0,1,1,0,30.0
Virginia,2,5.0,3.0,payments to governments to run our country,1,82.0,property tax was paid at the country office building,responsible,federal income tax,1.0,"state, federal, fica",0.0,0,police and fire protection,strange research projects with limited applications,"yes, provide police and fire protection, keep roads in good repair, keep street lights on, fund the library and the schools",19.0,huge number of employees,3.0,,3.0,,2.0,3.0,2.0,1.0,71,1.0,2.0,2.0,3.0,2,1,6,1,1,47,22,1.0,11.0,0.432154266,0,1,1,0,8.0
Iowa,2,2.0,4.0,"unfair, theft, usury, the federal reserve, the IRS, cheats",1,91.0,"went shopping saturday, paid sales tax",like I am being stolen from every day of my life,income,1.0,"social security, state, federal, fica",3.0,no,"nothing, I would prefer to use my money to pay for what I want, not forced by the state.","police, schools, minority programs, military invasions of other countries","no, not at all.",99.0,"parties, studies that mean nothing",1.0,it allows us more of our own money back,4.0,,8.0,4.0,1.0,1.0,2,2.0,2.0,1.0,4.0,1,4,3,1,1,16,48,1.0,12.0,0.984578453,-1,-1,-1,0,1.0
Colorado,2,2.0,4.0,Politics & lies/promises of making schools & roads better,1,84.0,Yesterday at the gas station I paid sales tax on my drink,"There are no feelings, I don't really have a choice",taxes that are withheld from my paycheck,1.0,"Social security,  Federal & state miscellaneous taxes",0.0,No,"I honestly don't know exactly what my tax dollars pay for. I know what they are supposed to pay for,  but I don't know what actually happens with any of that money","Whatever is not actually for the general public 's well-being, but I guess it's a matter of opinion what is actually for our well-being","I do and don't. I receive disability payments,  but I still pay my fair share back in income & sales taxes.  I do benefit from the EIC when I file taxes.",50.0,the government & politicians who live beyond their means,1.0,when I file my taxes I am able to receive a little extra due to the EIC,4.0,,2.0,,3.0,1.0,68,2.0,4.0,,4.0,4,4,6,3,3,6,47,1.0,1.0,0.570545043,1,-1,1,0,6.0
Iowa,1,2.0,1.0,having to pay money to the government,1,66.0,at a store when i bought a shirt  and shirt online,it feels alright. i wish i didn't have to do it,income makes up the biggest part of it,0.0,,1.0,0,schools and different things like that.   make street repairs better,i'm not upset about anything that my tax dollars pay for,it all comes back to me in a form of payment at the end of the year as profit,80.0,wasting money on sending people to jail and prison,2.0,it doesn't  affect me either way,2.0, i think it is great thing to help a lot people out that can use more money,2.0,1.0,1.0,1.0,46,1.0,2.0,2.0,2.0,1,1,3,6,1,16,43,1.0,,1.183806476,-1,1,1,1,24.0
New Jersey,1,5.0,4.0,Taxes should be higher on the very rich.,1,91.0,"I am always paying payroll and income taxes, sales tax and property taxes. The most recent tax I paid was gasoline tax.",I don't mind being a taxpayer because government is necessary and it has to be funded. I think the very rich should pay higher taxes and government waste whould be eliminated/reduced.,Income taxes.,1.0,"Federal income tax, state income tax, FICA, state unemployment and disability.",0.0,No,"National defense, social security, medicare, fda, schools, infrastructure, and most of everthing else (at least 80% of the agencies and programs should exist).","Outdated corporate subsidies, subsidized birth control in the affordable care act, most earmarks, humanitarian aid to China.","Yes obviously. Federal, state and local tax dollars benefit me in many ways.",30.0,Inefficiencies and government jobs which exist because of cronyism and aren't really necessary.,3.0,,3.0,,1.0,4.0,2.0,1.0,80,1.0,1.0,1.0,4.0,2,1,3,5,1,31,43,1.0,13.0,0.920166135,1,1,1,0,1.0
California,2,5.0,2.0,paying money to the government,1,78.0,I paid sales tax at the grocery store.,I feel lousy.,I think a good portion.,1.0,medical,3.0,3,for new roads and public services,People who are on welfare who don't need it.,not really,35.0,Too make expenses by government,4.0,,2.0,I don't know,1.0,3.0,2.0,1.0,32,1.0,2.0,2.0,2.0,1,1,6,1,1,5,43,4.0,13.0,2.15034017,0,-1,0,0,12.0
Wisconsin,2,3.0,1.0,Yck - a necessary evil to contend with annually.,1,91.0,Just paid a sales tax on some donuts I purchased today.,"Not that good - I think, as I said initially, it's a necessary evil. However, when I think of the services my taxes provide I'm happier.",Federal Income,1.0,State and federal income taxes and FICA,0.0,0,"SS, Medicare, Disability; help in horrendous natural catastrophes.","I have to be honest, I'd have to study this question long and hard to come up with an answer.","Yes, the services provided by my taxes benefit me. For instance I'm on SS and I certainly benefit from that.",80.0,Armored vehicles that went to certain State Polic Dept.s,4.0,,4.0,,6.0,2.0,1.0,1.0,5,1.0,1.0,1.0,2.0,1,2,3,1,1,50,16,1.0,12.0,0.787470485,-1,-1,1,0,1.0
North Carolina,1,1.0,4.0,A very evil thing that should not even be,2,80.0,"a few years ago when i worked, before i became handicapped.","USED, taken advantage of, cheated, the Governments unwilling sugar daddy.","Sales tax, the tax we know about, and the hidden tax we're not suppose to know about.",1.0,"state, federal, fica",0.0,0,nothing i don't pay taxes since since i became disabled ,"everything, taxes were supposed to be a temporary thing, till the government got gready.",the disability check i receive ,99.0,research programs that makes since,1.0,none now,2.0,it's a good thing i guess.,9.0,6.0,4.0,2.0,17,2.0,4.0,5.0,4.0,3,3,6,1,3,34,31,1.0,1.0,0.343243209,-1,-1,0,1,10.0
Florida,1,2.0,4.0,"bureaucracy, waste, fraud",1,51.0,I pay taxes every day and of all types,i feel used and abused by the power elites and by those gaming the system,federal income taxes are the largest taxes we pay,1.0,"federal, state, FICA, unemployment/disability and medicare",0.0,no,national parks and forests and some other scientific,"military industrial complex for endless wars, prison industrial complex, militarized police, illegal surveillance state","there are some benefits to taxes on a local level, schools, roads, fire, garbage etc",60.0,all of the vast staff and useless departments,3.0,,3.0,,2.0,4.0,2.0,,1,,3.0,,4.0,1,1,3,1,3,10,35,1.0,13.0,0.506566333,-1,-1,1,0,39.0
Massachusetts,2,6.0,4.0,"Money collected from the public to be used to support public necessities, such as a military organization for defense, roads, public works etc.",1,45.0,Gasoline tax on the purchase I made today to fuel my car.,"Taxes are necessary to further the public good, but I often feel that my tax money is squandered by self-serving bureaucrats.",Income tax.,1.0,"Federal and state Income taxes. I did not pay Social Security taxes or Medicare taxes as I was a teacher in the public schools. However, my husband has paid income taxes, Social Security and Medicare taxes to the cap throughout his 38 year career. ",0.0,0,Municipal tax dollars are important for fire and police protection; I made the public school system for only a limited time to educate my children; roads around here are horrible.,Welfare for people who are able-bodied and could work; single mothers (not widows) who have guaranteed themselves a life of poverty by irresponsibly having children. Mismanagement (waste) of funds which should be used to further the pubic good.,"No, I just pay in.",50.0,Ridiculous research projects; terrible immigration policies which cost a fortune; lack of accounting oversight whether due to incompetence or outright criminal neglect.,3.0,,3.0,,6.0,4.0,2.0,1.0,40,1.0,4.0,2.0,3.0,1,1,3,1,1,22,16,1.0,19.0,1.892838277,1,1,-1,0,45.0
